Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retired Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retired Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
France,Belleville nuclear power plant,1,,,"1,363",operating,pressurized water reactor,P4 REP 1300,1988,,"May 1, 1980","September 9, 1987","October 14, 1987","June 1, 1988",,Électricité De France,,Électricité De France,,"1,310","1,310","3,817",47.5103,2.875,Exact,,Nièvre,,Bourgogne-Franche-Comté,Western Europe,Europe,L500035,G500060,https://gem.wiki/Belleville_nuclear_power_plant
France,Belleville nuclear power plant,2,,,"1,363",operating,pressurized water reactor,P4 REP 1300,1989,,"August 1, 1980","May 25, 1988","July 6, 1988","January 1, 1989",,Électricité De France,,Électricité De France,,"1,310","1,310","3,817",47.5103,2.875,Exact,,Nièvre,,Bourgogne-Franche-Comté,Western Europe,Europe,L500035,G500061,https://gem.wiki/Belleville_nuclear_power_plant
Russia,Beloyarsk nuclear power plant,1,,,108,retired,light water graphite reactor,AMB-100,1964,1983,"June 1, 1958","September 1, 1963","April 26, 1964","April 26, 1964","January 1, 1983",Ministry Of Medium Machine Building Of The USSR (Minsredmash),,Rosenergoatom,,102,102,286,56.841667,61.3225,Exact,,gorodskoy okrug Zarechnyy,,Sverdlovsk Oblast,Eastern Europe,Europe,L500168,G500576,https://gem.wiki/Beloyarsk_nuclear_power_plant
Russia,Beloyarsk nuclear power plant,2,,,160,retired,light water graphite reactor,AMB-200,1969,1990,"January 1, 1962","October 10, 1967","December 29, 1967","December 1, 1969","January 1, 1990",Ministry Of Medium Machine Building Of The USSR (Minsredmash),,Rosenergoatom,,146,146,530,56.841667,61.3225,Exact,,gorodskoy okrug Zarechnyy,,Sverdlovsk Oblast,Eastern Europe,Europe,L500168,G500563,https://gem.wiki/Beloyarsk_nuclear_power_plant
Russia,Beloyarsk nuclear power plant,3,,,600,operating,fast breeder reactor,BN-600,1981,,"January 1, 1969","February 26, 1980","April 8, 1980","November 1, 1981",,Rosatom,,Rosenergoatom,,560,560,"1,470",56.841667,61.3225,Exact,,gorodskoy okrug Zarechnyy,,Sverdlovsk Oblast,Eastern Europe,Europe,L500168,G500463,https://gem.wiki/Beloyarsk_nuclear_power_plant
Russia,Beloyarsk nuclear power plant,4,,,885,operating,fast breeder reactor,BN-800,2016,,"July 18, 2006","June 27, 2014","December 10, 2015","October 31, 2016",,Rosatom,,Rosenergoatom,,820,820,"2,100",56.841667,61.3225,Exact,,gorodskoy okrug Zarechnyy,,Sverdlovsk Oblast,Eastern Europe,Europe,L500168,G500384,https://gem.wiki/Beloyarsk_nuclear_power_plant
Russia,Beloyarsk nuclear power plant,5,,,"1,220",pre-construction,fast breeder reactor,BN-1200,2036,,,,,,,Rosatom,,Rosenergoatom,,,,,56.841667,61.3225,Exact,,gorodskoy okrug Zarechnyy,,Sverdlovsk Oblast,Eastern Europe,Europe,L500168,G500704,https://gem.wiki/Beloyarsk_nuclear_power_plant
United Kingdom,Berkeley nuclear power plant,1,,,166,retired,gas-cooled reactor,MAGNOX,1962,1989,"January 1, 1957","August 1, 1961","June 12, 1962","June 12, 1962","March 31, 1989",Nuclear Decommissioning Authority,,Magnox LTD,,138,138,620,51.6927,-2.4938,Exact,,Gloucestershire,,England,Northern Europe,Europe,L500228,G500553,https://gem.wiki/Berkeley_nuclear_power_plant
United Kingdom,Berkeley nuclear power plant,2,,,166,retired,gas-cooled reactor,MAGNOX,1962,1988,"January 1, 1957","March 1, 1962","June 24, 1962","October 20, 1962","October 26, 1988",Nuclear Decommissioning Authority,,Magnox LTD,,138,138,620,51.6927,-2.4938,Exact,,Gloucestershire,,England,Northern Europe,Europe,L500228,G500554,https://gem.wiki/Berkeley_nuclear_power_plant
Switzerland,Beznau nuclear power plant,1,,,380,operating,pressurized water reactor,WH 2LP,1969,,"September 1, 1965","June 30, 1969","July 17, 1969","December 9, 1969",,Kernkraftwerk Beznau Ch-5312 Döttingen,,Kernkraftwerk Beznau Ch-5312 Döttingen,,365,350,"1,130",47.552,8.2281,Exact,,Bezirk Zurzach,,Aargau,Western Europe,Europe,L500207,G500504,https://gem.wiki/Beznau_nuclear_power_plant
Switzerland,Beznau nuclear power plant,2,,,380,operating,pressurized water reactor,WH 2LP,1972,,"January 1, 1968","October 16, 1971","October 23, 1971","March 4, 1972",,Kernkraftwerk Beznau Ch-5312 Döttingen,,Kernkraftwerk Beznau Ch-5312 Döttingen,,365,365,"1,130",47.552,8.2281,Exact,,Bezirk Zurzach,,Aargau,Western Europe,Europe,L500207,G500505,https://gem.wiki/Beznau_nuclear_power_plant
Germany,Biblis nuclear power plant,A,,KWB,"1,225",retired,pressurized water reactor,unknown,1975,2011,"January 1, 1970","July 16, 1974","August 25, 1974","February 26, 1975","August 6, 2011",RWE Power AG,,RWE Power AG,,"1,167","1,146","3,517",49.7093,8.4148,Exact,,Kreis Bergstraße,,Hesse,Western Europe,Europe,L500042,G500092,https://gem.wiki/Biblis_nuclear_power_plant
Germany,Biblis nuclear power plant,B,,KWB,"1,300",retired,pressurized water reactor,unknown,1977,2011,"February 1, 1972","March 25, 1976","April 25, 1976","January 31, 1977","August 6, 2011",RWE Power AG,,RWE Power AG,,"1,240","1,178","3,733",49.7093,8.4148,Exact,,Kreis Bergstraße,,Hesse,Western Europe,Europe,L500042,G500074,https://gem.wiki/Biblis_nuclear_power_plant
United States,Big Rock Point nuclear power plant,,,,71,retired,boiling water reactor,unknown,1963,1997,"May 1, 1960","September 27, 1962","December 8, 1962","March 29, 1963","August 29, 1997",Consumers Power CO,,Consumers Power CO,,67,72,240,45.3576,-85.2002,Exact,,Charlevoix County,,Michigan,Northern America,Americas,L500245,G500590,https://gem.wiki/Big_Rock_Point_nuclear_power_plant
Russia,Bilibino nuclear power plant,1,,,12,retired,light water graphite reactor,EGP-6,1974,2019,"January 1, 1970","December 11, 1973","January 12, 1974","April 1, 1974","January 14, 2019",Rosatom,,Rosenergoatom,,11,11,62,68.0503,166.5389,Exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,L500258,G500606,https://gem.wiki/Bilibino_nuclear_power_plant
Russia,Bilibino nuclear power plant,2,,,12,operating,light water graphite reactor,EGP-6,1975,,"January 1, 1970","December 7, 1974","December 30, 1974","February 1, 1975",,Rosatom,,Rosenergoatom,,11,11,62,68.0503,166.5389,Exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,L500258,G500607,https://gem.wiki/Bilibino_nuclear_power_plant
Russia,Bilibino nuclear power plant,3,,,12,operating,light water graphite reactor,EGP-6,1976,,"January 1, 1970","December 6, 1975","December 22, 1975","February 1, 1976",,Rosatom,,Rosenergoatom,,11,11,62,68.0503,166.5389,Exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,L500258,G500608,https://gem.wiki/Bilibino_nuclear_power_plant
Russia,Bilibino nuclear power plant,4,,,12,operating,light water graphite reactor,EGP-6,1977,,"January 1, 1970","December 12, 1976","December 27, 1976","January 1, 1977",,Rosatom,,Rosenergoatom,,11,11,62,68.0503,166.5389,Exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,L500258,G500609,https://gem.wiki/Bilibino_nuclear_power_plant
France,Blayais nuclear power plant,1,,,951,operating,pressurized water reactor,CP1,1981,,"January 1, 1977","May 20, 1981","June 12, 1981","December 1, 1981",,Électricité De France,,Électricité De France,,910,910,"2,785",45.256,-0.6932,Exact,,Gironde,,Nouvelle-Aquitaine,Western Europe,Europe,L500134,G500293,https://gem.wiki/Blayais_nuclear_power_plant
France,Blayais nuclear power plant,2,,,951,operating,pressurized water reactor,CP1,1983,,"January 1, 1977","June 28, 1982","July 17, 1982","February 1, 1983",,Électricité De France,,Électricité De France,,910,910,"2,785",45.256,-0.6932,Exact,,Gironde,,Nouvelle-Aquitaine,Western Europe,Europe,L500134,G500294,https://gem.wiki/Blayais_nuclear_power_plant
France,Blayais nuclear power plant,3,,,951,operating,pressurized water reactor,CP1,1983,,"April 1, 1978","July 29, 1983","August 17, 1983","November 14, 1983",,Électricité De France,,Électricité De France,,910,910,"2,785",45.256,-0.6932,Exact,,Gironde,,Nouvelle-Aquitaine,Western Europe,Europe,L500134,G500295,https://gem.wiki/Blayais_nuclear_power_plant
France,Blayais nuclear power plant,4,,,951,operating,pressurized water reactor,CP1,1983,,"April 1, 1978","May 1, 1983","May 16, 1983","October 1, 1983",,Électricité De France,,Électricité De France,,910,910,"2,785",45.256,-0.6932,Exact,,Gironde,,Nouvelle-Aquitaine,Western Europe,Europe,L500134,G500296,https://gem.wiki/Blayais_nuclear_power_plant
Slovakia,Bohunice nuclear power plant,1,,,440,retired,pressurized water reactor,VVER V-230,1980,2006,"April 24, 1972","November 27, 1978","December 17, 1978","April 1, 1980","December 31, 2006",Jadrova A Vyradovacia Spolocnost (Nuclear And Decommissioning Company PLC),,Jadrova A Vyradovacia Spolocnost (Nuclear And Decommissioning Company PLC),,408,408,"1,375",48.4968,17.6907,Exact,,District of Hlohovec,,Region of Trnava,Eastern Europe,Europe,L500198,G500477,https://gem.wiki/Bohunice_nuclear_power_plant
Slovakia,Bohunice nuclear power plant,2,,,440,retired,pressurized water reactor,VVER V-230,1981,2008,"April 24, 1972","March 15, 1980","March 26, 1980","January 1, 1981","December 31, 2008",Jadrova A Vyradovacia Spolocnost (Nuclear And Decommissioning Company PLC),,Jadrova A Vyradovacia Spolocnost (Nuclear And Decommissioning Company PLC),,408,408,"1,375",48.4968,17.6907,Exact,,District of Hlohovec,,Region of Trnava,Eastern Europe,Europe,L500198,G500478,https://gem.wiki/Bohunice_nuclear_power_plant
Slovakia,Bohunice nuclear power plant,3,,,500,operating,pressurized water reactor,VVER V-213,1985,,"December 1, 1976","August 7, 1984","August 20, 1984","February 14, 1985",,Slovenské Elektrárne AS,,Slovenské Elektrárne AS,,466,466,"1,471",48.4968,17.6907,Exact,,District of Hlohovec,,Region of Trnava,Eastern Europe,Europe,L500198,G500459,https://gem.wiki/Bohunice_nuclear_power_plant
Slovakia,Bohunice nuclear power plant,4,,,500,operating,pressurized water reactor,VVER V-213,1985,,"December 1, 1976","August 2, 1985","August 9, 1985","December 18, 1985",,Slovenské Elektrárne AS,,Slovenské Elektrárne AS,,466,466,"1,471",48.4968,17.6907,Exact,,District of Hlohovec,,Region of Trnava,Eastern Europe,Europe,L500198,G500460,https://gem.wiki/Bohunice_nuclear_power_plant
Slovakia,Bohunice nuclear power plant,A1,,,143,retired,heavy water gas-cooled reactor,KS 150,1972,1977,"August 1, 1958","October 24, 1972","December 25, 1972","December 25, 1972","February 22, 1977",Jadrova A Vyradovacia Spolocnost (Nuclear And Decommissioning Company PLC),,Jadrova A Vyradovacia Spolocnost (Nuclear And Decommissioning Company PLC),,93,110,560,48.4968,17.6907,Exact,,District of Hlohovec,,Region of Trnava,Eastern Europe,Europe,L500198,G501016,https://gem.wiki/Bohunice_nuclear_power_plant
Puerto Rico,Boiling Nuclear Superheater (BONUS) nuclear power plant,,,,18,retired,boiling water reactor,Superheater,1965,1968,"January 1, 1960","April 13, 1964","August 14, 1964","September 1, 1965","June 1, 1968",US DOE and Puerto Rico Electric Power Authority,,US Department of Energy; Puerto Rico Water Resources,,17,17,50,18.3652,-67.2687,Exact,,,,Puerto Rico,Latin America and the Caribbean,Americas,L500261,G500613,https://gem.wiki/Boiling_Nuclear_Superheater_(BONUS)_nuclear_power_plant
Netherlands,Borssele nuclear power plant,,,,515,operating,pressurized water reactor,KWU 2LP,1973,,"July 1, 1969","June 20, 1973","July 4, 1973","October 26, 1973",,N.V. Elektriciteits-Produktiemaatschappij Zuid-Nederland,,N.V. Elektriciteits-Produktiemaatschappij Zuid-Nederland,,482,495,"1,366",51.4312,3.7174,Exact,,,,Zeeland,Western Europe,Europe,L500205,G500496,https://gem.wiki/Borssele_nuclear_power_plant
Belgium,BR3 nuclear power plant,3,,Belgian Reactor-3,12,retired,pressurized water reactor,Prototype,1962,1987,"November 1, 1957","August 29, 1962","October 10, 1962","October 10, 1962","June 30, 1987",Centre D'Etude De L'Energie Nucleaire; Studiecentrum Voor Kernenergie,,Centre D'Etude De L'Energie Nucleaire; Studiecentrum Voor Kernenergie,,10,11,41,51.2169,5.0998,Exact,,Turnhout,,Antwerp,Western Europe,Europe,L500264,G500616,https://gem.wiki/BR3_nuclear_power_plant
United Kingdom,Bradwell B nuclear power plant,1,,,"1,150",pre-construction,pressurized water reactor,Hualong One,2030,,,,,,,China National Nuclear Corporation [66.5%]; EDF Energy [33.5%],,,,,,,51.7428,0.9047,Exact,,Essex,,England,Northern Europe,Europe,L500294,G500710,https://gem.wiki/Bradwell_B_nuclear_power_plant
United Kingdom,Bradwell B nuclear power plant,2,,,"1,150",pre-construction,pressurized water reactor,Hualong One,,,,,,,,,,,,,,,51.7428,0.9047,Exact,,Essex,,England,Northern Europe,Europe,L500294,G500716,https://gem.wiki/Bradwell_B_nuclear_power_plant
United Kingdom,Bradwell nuclear power plant,1,,,146,retired,gas-cooled reactor,MAGNOX,1962,2002,"January 1, 1957","August 1, 1961","July 1, 1962","July 1, 1962","March 31, 2002",Nuclear Decommissioning Authority,,Magnox LTD,,123,150,481,51.7417,0.8994,Exact,,Essex,,England,Northern Europe,Europe,L500236,G500569,https://gem.wiki/Bradwell_nuclear_power_plant
United Kingdom,Bradwell nuclear power plant,2,,,146,retired,gas-cooled reactor,MAGNOX,1962,2002,"January 1, 1957","April 1, 1962","July 6, 1962","November 12, 1962","March 30, 2002",Nuclear Decommissioning Authority,,Magnox LTD,,123,150,481,51.7417,0.8994,Exact,,Essex,,England,Northern Europe,Europe,L500236,G500570,https://gem.wiki/Bradwell_nuclear_power_plant
United States,Braidwood nuclear power plant,1,,,"1,270",operating,pressurized water reactor,WH 4LP (DRYAMB),1988,,"August 1, 1975","May 29, 1987","July 12, 1987","July 29, 1988",,Exelon Corporation,,Exelon Generation CO LLC,,"1,194","1,120","3,645",41.2435,-88.2286,Exact,,Will County,,Illinois,Northern America,Americas,L500047,G500079,https://gem.wiki/Braidwood_nuclear_power_plant
United States,Braidwood nuclear power plant,2,,,"1,230",operating,pressurized water reactor,WH 4LP (DRYAMB),1988,,"August 1, 1975","March 8, 1988","May 25, 1988","October 17, 1988",,Exelon Corporation,,Exelon Generation CO LLC,,"1,160","1,120","3,645",41.2435,-88.2286,Exact,,Will County,,Illinois,Northern America,Americas,L500047,G500081,https://gem.wiki/Braidwood_nuclear_power_plant
France,Brennilis nuclear power plant,,,EL-4 (Monts d'Arree),75,retired,heavy water gas-cooled reactor,MONTS-D'ARREE,1968,1985,"July 1, 1962","December 23, 1966","July 9, 1967","June 1, 1968","July 31, 1985",Électricité De France,,Électricité De France,,70,70,250,48.3551,-3.8719,Exact,,Finistère,,Brittany,Western Europe,Europe,L500244,G500589,https://gem.wiki/Brennilis_nuclear_power_plant
Germany,Brokdorf nuclear power plant,,,KBR,"1,480",retired,pressurized water reactor,unknown,1986,2021,"January 1, 1976","October 8, 1986","October 14, 1986","December 22, 1986","December 31, 2021",PreussenElektra GMBH [80%]; Vattenfall GMBH [20%],,PreussenElektra GMBH,,"1,410","1,307","3,900",53.8506,9.345,Exact,,Kreis Steinburg,,Schleswig-Holstein,Western Europe,Europe,L500022,G500038,https://gem.wiki/Brokdorf_nuclear_power_plant
United States,Browns Ferry nuclear power plant,1,,,"1,256",operating,boiling water reactor,BWR-4 (Mark 1),1974,,"May 1, 1967","August 17, 1973","October 15, 1973","December 20, 1974",,Tennessee Valley Authority,,Tennessee Valley Authority,,"1,200","1,065","3,458",34.7042,-87.1189,Exact,,Limestone County,,Alabama,Northern America,Americas,L500062,G500104,https://gem.wiki/Browns_Ferry_nuclear_power_plant
United States,Browns Ferry nuclear power plant,2,,,"1,259",operating,boiling water reactor,BWR-4 (Mark 1),1975,,"May 1, 1967","July 20, 1974","August 28, 1974","March 1, 1975",,Tennessee Valley Authority,,Tennessee Valley Authority,,"1,200","1,065","3,458",34.7042,-87.1189,Exact,,Limestone County,,Alabama,Northern America,Americas,L500062,G500103,https://gem.wiki/Browns_Ferry_nuclear_power_plant
United States,Browns Ferry nuclear power plant,3,,,"1,260",operating,boiling water reactor,BWR-4 (Mark 1),1977,,"July 1, 1968","August 8, 1976","September 12, 1976","March 1, 1977",,Tennessee Valley Authority,,Tennessee Valley Authority,,"1,210","1,065","3,458",34.7042,-87.1189,Exact,,Limestone County,,Alabama,Northern America,Americas,L500062,G500102,https://gem.wiki/Browns_Ferry_nuclear_power_plant
Canada,Bruce nuclear power plant,A1,,,868,operating,pressurized heavy water reactor,CANDU 791,1977,,"June 1, 1971","December 17, 1976","January 14, 1977","September 1, 1977",,Ontario Power Generation,,Bruce Power,,774,732,"2,620",44.3391,-81.5747,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500339,https://gem.wiki/Bruce_nuclear_power_plant
Canada,Bruce nuclear power plant,A2,,,836,operating,pressurized heavy water reactor,CANDU 791,1977,,"December 1, 1970","July 27, 1976","September 4, 1976","September 1, 1977",,Ontario Power Generation,,Bruce Power,,777,732,"2,620",44.3391,-81.5747,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500340,https://gem.wiki/Bruce_nuclear_power_plant
Canada,Bruce nuclear power plant,A3,,,865,operating,pressurized heavy water reactor,CANDU 750A,1978,,"July 1, 1972","November 28, 1977","December 12, 1977","February 1, 1978",,Ontario Power Generation,,Bruce Power,,770,750,"2,550",44.3391,-81.5747,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500352,https://gem.wiki/Bruce_nuclear_power_plant
Canada,Bruce nuclear power plant,A4,,,868,operating,pressurized heavy water reactor,CANDU 750A,1979,,"September 1, 1972","December 10, 1978","December 21, 1978","January 18, 1979",,Ontario Power Generation,,Bruce Power,,769,750,"2,550",44.3391,-81.5747,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500351,https://gem.wiki/Bruce_nuclear_power_plant
Canada,Bruce nuclear power plant,B5,,,872,operating,pressurized heavy water reactor,CANDU 750B,1985,,"May 31, 1978","November 14, 1984","December 1, 1984","February 28, 1985",,Ontario Power Generation,,Bruce Power,,817,822,"2,832",44.319,-81.6027,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500258,https://gem.wiki/Bruce_nuclear_power_plant
Canada,Bruce nuclear power plant,B6,,,891,operating,pressurized heavy water reactor,CANDU 750B,1984,,"January 1, 1978","May 29, 1984","June 26, 1984","September 14, 1984",,Ontario Power Generation,,Bruce Power,,817,822,"2,690",44.319,-81.6027,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500326,https://gem.wiki/Bruce_nuclear_power_plant
Canada,Bruce nuclear power plant,B7,,,872,operating,pressurized heavy water reactor,CANDU 750B,1986,,"May 1, 1979","January 7, 1986","February 22, 1986","April 10, 1986",,Ontario Power Generation,,Bruce Power,,817,822,"2,832",44.319,-81.6027,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500259,https://gem.wiki/Bruce_nuclear_power_plant
Canada,Bruce nuclear power plant,B8,,,872,operating,pressurized heavy water reactor,CANDU 750B,1987,,"July 30, 1979","February 13, 1987","March 7, 1987","May 20, 1987",,Ontario Power Generation,,Bruce Power,,817,795,"2,690",44.319,-81.6027,Exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500327,https://gem.wiki/Bruce_nuclear_power_plant
